Book;Page;Unique Slug;Store;Name;Members;Description;SlugScript;"For Normal item -> SUBSTITUE(MINUSCULE(CONCATENER(A2;"" "";E2));"" "";""-"")
Sometimes it can happen to get two items with the same slug, just add ""-1""
For Weapon fusion we use -> SUBSTITUE(MINUSCULE(CONCATENER(A2;""-fusion-"";E2));"" "";""-"")
For Armor upgrade we use -> SUBSTITUE(MINUSCULE(CONCATENER(A2;""-armor-upgrade-"";E2));"" "";""-"")"
CR;194;cr-fusion-knockdown;WeaponFusion;KNOCKDOWN;;With the knockdown fusion, a weapon disrupts a target’s center of gravity. The weapon gains the knockdown critical hit effect (see page 182). If the weapon already has a critical hit effect, when you score a critical hit, you can apply either the weapon’s normal critical hit effect or the knockdown effect. Only weapons that deal bludgeoning damage can benefit from this fusion.;cr-fusion-knockdown;
CR;184;cr-laser-pistol;Weapon;Laser Pistol;Aphelion, Azimuth, Corona, Parallax, Perihelion, Zenith;The laser pistol is possibly the most common small arm used by explorers, guards, mercenaries, and traders. Laser pistols are light and reliable, yet they still deal a respectable amount of damage.;cr-laser-pistol;
CR;184;cr-laser-rifle;Weapon;Laser Rifle;Aphelion, Azimuth, Corona, Parallax, Perihelion, Zenith;With its snub, squared barrel and internal reinforcements, a laser rifle is sturdy and dependable.;cr-laser-rifle;
CR;202;cr-lashunta-ringwear;Armor;Lashunta Ringwear;I–V;These beautiful suits of heavy armor feature engraved metal bands that fit above and below the body’s major joints. Metal guards, woven chain sheets, and force fields stretch between the bands to form a complete set of protective gear. Tinted crystals are often added during the forging process to the ore used for ringwear to create glimmering suits of different hues.;cr-lashunta-ringwear;
CR;202;cr-lashunta-tempweave;Armor;Lashunta Tempweave;Advanced, Basic;Lashuntas developed tempweave light armor by threading temperature-regulating wires through reinforced clothing. The result is a protective, flexible outfit that maintains a comfortable temperature for the wearer. Most tempweave outfits feature a fitted tunic over breeches, making them a popular choice for explorers venturing to hot or humid environments.;cr-lashunta-tempweave;
CR;189;cr-longsword;Weapon;Longsword;;A longsword is a straight, double-edged blade that typically protrudes from a haft. Modern longswords are made of stainless steel, carbon steel, or, rarely, a custom material such as titanium or bainite.;cr-longsword;
CR;189;cr-longsword-1;Weapon;Longsword;Microserrated, Ultraserrated;The single edge of this sword looks homogeneous to the naked eye, but it is actually made of thousands of microscopic teeth. The teeth tear through organic matter, causing significant damage and bleeding.;cr-longsword-1;
CR;189;cr-longsword-dimensional-slice;Weapon;Longsword, Dimensional Slice;;The ultimate advancement in metallurgic technology, designed by a tech firm owned by Ulrikka Clanholdings, a dimensional slice blade looks like an elongated stiletto surrounded by a blade-shaped aura. The aura is solid to the touch and can slice through almost any material.;cr-longsword-dimensional-slice;
CR;189;cr-longsword-molecular-rift;Weapon;Longsword, Molecular Rift;;The molecules of this longsword have been artificially agitated, creating a devastating disruption field along its blade. It must be stored in a magnetic sheath to avoid cuts and damage from casual contact.;cr-longsword-molecular-rift;
CR;189;cr-longsword-sintered;Weapon;Longsword, Sintered;;A sintered longsword is made of compacted ceramics, forming a durable and finely edged blade.;cr-longsword-sintered;
CR;189;cr-longsword-ultrathin;Weapon;Longsword, Ultrathin;;The double-edged blade of an ultrathin longsword is made of dense metal that holds its edge and adds heft to a swing. The blade appears exceptionally thin and light, belying the damage it can deal.;cr-longsword-ultrathin;
CR;189;cr-longsword-zero-edge;Weapon;Longsword, Zero-Edge;;Crafted with quantum technology, the blade of this sword seems blurry due to its exceptionally fine edge.;cr-longsword-zero-edge;
CR;185;cr-machine-gun;Weapon;Machine Gun;Heavy, Light, Medium, Squad;The most basic and portable machine guns are known as squad guns for their popularity among mercenary groups. Light, medium, and heavy machine guns remain reliable heavy weapons for their automatic fire and damage capability.;cr-machine-gun;
CR;185;cr-magnetar-rifle;Weapon;Magnetar Rifle;Advanced, Elite, Paragon, Tactical;The magnetar rifle uses magnetic fields to accelerate metallic rounds to high speeds. With few moving parts that can break down, it’s a workhorse automatic rifle popular among planetary explorers.;cr-magnetar-rifle;
CR;194;cr-fusion-merciful;WeaponFusion;MERCIFUL;;A weapon with the merciful fusion often hums pleasantly when at rest and makes soft, airy musical noises when it is used to make an attack. The magic of this fusion subdues the damaging effect of the weapon it is added to. While this fusion is active, the weapon’s regular damage becomes nonlethal damage. If the weapon deals two types of damage, both of the damage types become nonlethal. You can activate or deactivate the merciful fusion as a swift action.;cr-fusion-merciful;
CR;190;cr-mini-rockets;BattleWare;Mini-Rockets;;These long, tapered shells hold combustible material as well as a chemical propellant.;cr-mini-rockets;
CR;190;cr-missile;BattleWare;Missile;Advanced, Tactical;Missiles are heavy, snub-nosed munitions with devastating explosive power. A missile’s damage when fired from a missile launcher (such as an IMDS missile launcher) is listed in its entry in Table 7–9: Ammunition on page 179.;cr-missile;
CR;189;cr-monowhip;Weapon;Monowhip;;Designed to deal maximum damage, a monowhip is woven of monofilament fibers reinforced with carbon particles. Weighted at one end and spooled from a tough carbon-fiber grip, it delivers surgical-quality lacerations with minimal strength. The cuts delivered are so clean that victims sometimes fail to notice a severed limb until they are overwhelmed by a rush of blood loss.;cr-monowhip;
CR;189;cr-needler-pistol;Weapon;Needler Pistol;;A favorite of assassins and battlefield medics alike, the needler pistol uses magnetic fields or pressurized gas to launch darts that inject a substance into the target. This injection gun can be fitted with cartridges containing medicine or poison.;cr-needler-pistol;
CR;189;cr-needler-rifle;Weapon;Needler Rifle;;Like the needler pistol, this injection gun can be fitted with cartridges containing medicine or poison. The needler rifle fires darts much farther than its smaller counterpart.;cr-needler-rifle;
CR;189;cr-nil-grenade-launcher;Weapon;NIL Grenade Launcher;Merc, Squad;NIL (an acronym for “neutronic individual launcher”) grenade launchers are the most common grenade launcher available on the market. NILs can be fitted with any sort of grenade as ammunition. Grenades are loaded individually, rather than in magazines. You can load different types of grenades into a NIL grenade launcher, and you can select which grenade to fire as part of the action used to make an attack.;cr-nil-grenade-launcher;
CR;189;cr-nyfiber-net;Weapon;Nyfiber Net;;Created from specialized nylon fibers that contract in response to struggle, nyfiber nets are weighted along the edges to more effectively entangle their targets.;cr-nyfiber-net;
CR;194;cr-fusion-ominous;WeaponFusion;OMINOUS;;A weapon with the ominous fusion trails a shadowy haze behind it and moans a menacing dirge in battle. The weapon gains intimidation as a critical hit effect. If the weapon already has a critical hit effect, when you score a critical hit, you can apply either the weapon’s normal critical hit effect or the intimidation effect. A target affected by the intimidation critical hit effect is shaken for 1d4 rounds (Fortitude save negates). A creature that gains the shaken condition from a weapon with the ominous fusion can’t gain that condition again from the same weapon for 24 hours.;cr-fusion-ominous;
CR;185;cr-peacemaker;Weapon;Peacemaker;;This more advanced combat baton, known as a peacemaker, is a light metal rod that discharges a pulse that can be strong enough to knock a target to the ground.;cr-peacemaker;
CR;190;cr-petrol-tank;BattleWare;Petrol Tank;High-Capacity, Standard;Petrol is a highly flammable blend of hydrocarbons that is used in flame weapons (and petrol is occasionally used by desperate adventurers as fuel or for other various utilitarian purposes). A petrol tank snaps easily into the housing of weapons that are specifically petrol-powered.;cr-petrol-tank;
CR;186;cr-photon-crystal;Weapon;Photon Crystal;Greater, Lesser, Minor, Standard, True;Photon crystals add compressed photonic energy to a weapon strike, adding fire damage and the potential to burn the target.;cr-photon-crystal;
CR;189;cr-pike;Weapon;Pike;Advanced, Elite, Tactical;A pike is composed of a sharpened-aluminum, stainless-steel, or carbon-steel spike atop a light metal or polycarbonate staff.;cr-pike;
CR;185;cr-plasma-cannon;Weapon;Plasma Cannon;Blue Star, Red Star, White Star, Yellow Star;Plasma cannons shoot large, explosive blasts of ionized plasma. They are difficult to use and have a relatively short range for a heavy weapon, but their impact has devastating effect.;cr-plasma-cannon;
CR;185;cr-plasma-caster;Weapon;Plasma Caster;Blue Star, White Star;Plasma casters fling bolts of ionized plasma at a target. They have good range and are easier to use than plasma rifles or pistols, but they strike only a single target.;cr-plasma-caster;
CR;185;cr-plasma-doshko;Weapon;Plasma Doshko;Blue Star, Red Star, White Star, Yellow Star;The plasma versions of these traditional vesk weapons use the same popular naming convention as other plasma weapons.;cr-plasma-doshko;
CR;185;cr-plasma-pistol;Weapon;Plasma Pistol;Blue Star, Red Star, White Star, Yellow Star;Plasma pistols fire a line of ionized plasma out to a relatively short range. The plasma can continue to burn after contact.;cr-plasma-pistol;
CR;185;cr-plasma-rifle;Weapon;Plasma Rifle;Blue Star, Red Star, White Star, Yellow Star;Plasma rifles fire long lines of ionized plasma that lance through objects and opponents in their path.;cr-plasma-rifle;
